Well_index;WellName;Latitude;Longtitude;GeoJson;FieldID;OperatorID;WellAlias;WellType;WellUWI
0;15-2-RANGDONG-E-25P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-25P;PRO;15-2-RD-E-25P
1;09-2-CANGUVANG-5PST2;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-5PST2;PRO;09-2-CNV-5PST2
10;15-1-SUTUNAUSOUTH-5AP;10.55;108.4;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.4,10.55]}}";P249;CUU_LONG_JOC;SNS-5AP;PRO;15-1-SNS-5AP
100;09-2-CANGUVANG-2P (RE);9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-2P (RE);PRO;09-2-CNV-2P (RE)
101;09-2-CANGUVANG-2P;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-2P;PRO;09-2-CNV-2P
102;09-2-CANGUVANG-1PST1;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-1PST1;PRO;09-2-CNV-1PST1
103;RONG-317;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R317;PRO;09-1-RP03-317
104;RONG-318;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R318;PRO;09-1-RP03-318
105;BACHHO-BK10-10002;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;BK10-10002BT;PRO;09-1-BH-10002
106;BACHHO-MSP04-40;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-40BT;PRO;09-1-BH-40
107;BACHHO-BK07-7009;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7009BT;PRO;09-1-BH-7009
108;BACHHO-BK10-10001;9.76;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.76]}}";P227;VSP;BK10-10001BT;PRO;09-1-BH-10001
109;BACHHO-BK07-7008;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7008BT;PRO;09-1-BH-7008
11;15-1-SUTUNAUNORTH-4P;10.59;108.44;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.44,10.59]}}";P245;CUU_LONG_JOC;SNN-4P;PRO;15-1-SNN-4P
110;02/97-DONGDO-1X;10.12;108.56;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.56,10.12]}}";P28;LAM_SON_JOC;02/97-DD-1X;EXP;02/97-DD-1X
111;02/97-THANGLONG-2X;10.17;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.17]}}";P30;LAM_SON_JOC;02/97-TL-2X;APP;02/97-TL-2X
112;01-MOONSTONE-1XST1;10.49;108.57;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.57,10.49]}}";P8;PCVL;Moonstone-1X;EXP;01-MOONSTONE-1XST1
113;01-DIAMOND-3X;10.56;108.5;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.5,10.56]}}";P6;PCVL;01-Diamond-3X;APP;01-DM-1X
114;02-JADE-2X;10.2;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.2]}}";P26;PCVL;JADE-2X;APP;02-JAD-2X
115;01-MOONSTONE-1X;10.49;108.57;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.57,10.49]}}";P8;PCVL;Moonstone-1X;EXP;01-MOONSTONE-1X
116;09-3-DOIMOI-3X;9.42;107.79;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.79,9.42]}}";P228;VRJ;09-3-DM-3X;APP;09-3-DM-3X
117;01-RUBYB-9P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-9P;PRO;01-RBB-9P
118;RONG-316;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R316;PRO;09-1-RP03-316
119;09-2-CANGUVANG-1P;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-1P;PRO;09-2-CNV-1P
12;15-2-RANGDONG-20X;9.95;108.21;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.21,9.95]}}";P110;JVPC;15-2-RD-20X;APP;15-2-RD-20X
120;09-2-CAONGDOI-2X;9.82;108.25;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.25,9.82]}}";P50;HOAN_VU_JOC;09-2-COD-2X;APP;09-2-COD-2X
121;RONG-314;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R314;PRO;09-1-RP03-314
122;BACHHO-BK07-7007;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7007BT;PRO;09-1-BH-7007
123;RONG-309;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R309;PRO;09-1-RP03-309
124;RONG-313;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R313;PRO;09-1-RP03-313
125;RONG-311;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R311;PRO;09-1-RP03-311
126;BACHHO-BK07-7010;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7010BT;PRO;09-1-BH-7010
127;BACHHO-BK05-5001;9.74;108.0;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108,9.74]}}";P227;VSP;BK5-5001BT;PRO;09-1-BH-5001
128;BACHHO-MSP08-817BT;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-8-817BT;PRO;09-1-BH-817BT
129;BACHHO-MSP-11-1120;9.82;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.82]}}";P227;VSP;MSP-11-1120BT;PRO;09-1-BH-1120
13;15-1-SUTUVANGNORTHEAST-3XP;10.4;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,10.4]}}";P246;CUU_LONG_JOC;SVNE-3XP;PRO;15-1-SVNE-3XP
130;01/97-HOXAM-1X;10.66;108.52;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.52,10.66]}}";P16;LAM_SON_JOC;01/97-HX-1X;EXP;01/97-HX-1X
131;09-3-DOIMOI-2X;9.42;107.79;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.79,9.42]}}";P228;VRJ;09-3-DM-2X;APP;09-3-DM-2X
132;BACHHO-23;9.85;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.85]}}";P227;VSP;BH-23;EXP;09-1-BH-23
133;09-2-CANGUVANG-4XST;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-4XST;APP;09-2-CNV-4XST
134;01-RUBYB-8P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-8P;PRO;01-RBB-8P
135;01-RUBY-14XPST2;10.53;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.53]}}";P10;PCVL;01-RB-14XPST2;PRO;01-RB-14XPST2
136;09-2-CANGUVANG-4X;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-4X;APP;09-2-CNV-4X
137;01-DIAMOND-2X;10.53;108.49;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.49,10.53]}}";P6;PCVL;01-Diamond-2X;APP;01-DM-2X
138;15-1-SUTUDEN-21P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-21P;PRO;15-1-SD-21P
139;01-RUBYB-7P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-7P;PRO;01-RBB-7P
14;15-2-RANGDONG-19X;10.01;108.31;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.31,10.01]}}";P110;JVPC;15-2-RD-19X;APP;15-2-RD-19X
140;15-1-SUTUDEN-20P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-20P;PRO;15-1-SD-20P
141;01-RUBYB-5P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-5P;PRO;01-RBB-5P
142;15-1-SUTUDEN-19P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-19P;PRO;15-1-SD-19P
143;15-1-SUTUDEN-17P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-17P;PRO;15-1-SD-17P
144;RONG-20;9.43;107.82;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.82,9.43]}}";P33;VSP;RONG-20;EXP;09-1-R-20
145;15-1-SUTUDEN-18P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-18P;PRO;15-1-SD-18P
146;RONG-315;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R315;PRO;09-1-RP03-315
147;RONG-304;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R304;PRO;09-1-RP03-304
148;RONG-312;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R312;PRO;09-1-RP03-312
149;RONG-307;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R307;PRO;09-1-RP03-307
15;15-2-RANGDONG-N-05I;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-N-05I;INJ;15-2-RD-N-05I
150;RONG-310;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-R310;PRO;09-1-RP03-310
151;BACHHO-BK12-12001;9.79;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.79]}}";P227;VSP;BK12-12001BT;PRO;09-1-BH-12001
152;BACHHO-MSP-12-1202;9.66;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.66]}}";P227;VSP;MSP-12-1202BT;PRO;09-1-BH-1202
153;BACHHO-BK11-11002;9.73;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.73]}}";P227;VSP;BK11-11002BT;PRO;09-1-BH-11002
154;BACHHO-MSP07-711;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-711BT;PRO;09-1-BH-711
155;BACHHO-MSP-10-1021;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1021BT;PRO;09-1-BH-1021
156;BACHHO-MSP04-92;9.82;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.82]}}";P227;VSP;MSP-4-92BT;PRO;09-1-BH-92
157;BACHHO-BK07-7005;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7005BT;PRO;09-1-BH-7005
158;01-TOPAZNORTH-3XST;10.46;108.65;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.65,10.46]}}";P13;PCVL;01-TN-3XST;APP;01-TN-3XST
159;BACHHO-MSP-12-1201;9.79;108.02;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.02,9.79]}}";P227;VSP;MSP-12-1201BT;PRO;09-1-BH-1201
16;15-2-RANGDONG-C-04I;9.96;108.26;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.26,9.96]}}";P110;JVPC;15-2-RD-C-04I;INJ;15-2-RD-C-04I
160;01-TOPAZNORTH-3X;10.46;108.65;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.65,10.46]}}";P13;PCVL;01-TN-3X;APP;01-TN-3X
161;BACHHO-BK07-7006;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7006BT;PRO;09-1-BH-7006
162;01-RUBYB-4P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-4P (WO);PRO;01-RBB-4P
163;01-RUBYB-3P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-3P;PRO;01-RBB-3P
164;01-RUBYB-1P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-1P;PRO;01-RBB-1P
165;01-RUBYB-2P;10.4;108.51;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.51,10.4]}}";P10;PCVL;01-RBB-2P;PRO;01-RBB-2P
166;15-2-RANGDONG-E10P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-10P;PRO;15-2-RD-E-10P
167;15-2-PHUONGDONG-3X;10.07;108.41;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.41,10.07]}}";P109;JVPC;15-2-PD-3X (PD-1P);APP;15-2-PD-3X
168;16-1-TEGIACTRANG-1X;9.98;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.98]}}";P130;HOANG_LONG_JOC;16-1-TGT-1X;EXP;16-1-TGT-1X
169;09-2-CANGUVANG-3X;9.85;108.16;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.16,9.85]}}";P51;HOAN_VU_JOC;09-2-CNV-3X;APP;09-2-CNV-3X
17;15-2-RANGDONG-21X;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-21X;APP;15-2-RD-21X
170;15-1-SUTUTRANG-2X;10.19;108.34;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.34,10.19]}}";P89;CUU_LONG_JOC;15-1-ST-2X;APP;15-1-ST-2X
171;15-2-RANGDONG-E-03I;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-03I;INJ;15-2-RD-E-03I
172;15-1-SUTUVANG-5X;10.4;108.39;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.39,10.4]}}";P90;CUU_LONG_JOC;15-1-SV-5X;APP;15-1-SV-5X
173;15-2-RANGDONG-E-03IRD;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-03IRD;INJ;15-2-RD-E-03IRD
174;15-1-SUTUDEN-14PST;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-14PST;PRO;15-1-SD-14PST
175;15-1-SUTUDEN-13I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-13I;INJ;15-1-SD-13I
176;15-1-SUTUNAU-1X;10.54;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.54]}}";P88;CUU_LONG_JOC;15-1-SN-1X;WIL;15-1-SN-1X
177;15-1-SUTUDEN-16I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-16I;INJ;15-1-SD-16I
178;RONG-308;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-308;PRO;09-1-RP03-308
179;15-1-SUTUDEN-5X;10.47;108.44;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.44,10.47]}}";P87;CUU_LONG_JOC;15-1-SD-AX(5X);APP;15-1-SD-5X
18;15-2-DUONGDONG-1X;9.9;108.33;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.33,9.9]}}";P107;JVPC;15-2-DD-1X;EXP;15-2-DD-1X
180;15-1-SUTUDEN-6X;10.47;108.4;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.4,10.47]}}";P87;CUU_LONG_JOC;15-1-SD-6X;APP;15-1-SD-6X
181;15-1-SUTUDEN-12IST;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-12IST;INJ;15-1-SD-12IST
182;RONG-119;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP-1-119;PRO;09-1-RP01-119
183;RONG-23;9.46;107.86;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.86,9.46]}}";P33;VSP;RONG-23;EXP;09-1-R-23
184;RONG-306;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-306;PRO;09-1-RP03-306
185;RONG-301;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-301;PRO;09-1-RP03-301
186;BACHHO-BK07-7004;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7004;PRO;09-1-BH-7004
187;BACHHO-BK09-9007;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK9-9007BT;PRO;09-1-BH-9007
188;BACHHO-MSP09-925;9.79;108.01;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.01,9.79]}}";P227;VSP;MSP-9-925BT;PRO;09-1-BH-925
189;RONG-118;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP-1-118;PRO;09-1-RP01-118
19;15-2-RANGDONG-E-04I;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-04I;INJ;15-2-RD-N-04I
190;BACHHO-BK07-7003;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7003BT;PRO;09-1-BH-7003
191;BACHHO-MSP07-707;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-707;PRO;09-1-BH-707
192;BACHHO-MSP-11-1118;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1118BT;PRO;09-1-BH-1118
193;BACHHO-MSP-11-1119;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1119;PRO;09-1-BH-1119
194;BACHHO-MSP07-710;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-710BT;PRO;09-1-BH-710
195;BACHHO-MSP07-709;9.83;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.83]}}";P227;VSP;MSP-7-709BT;PRO;09-1-BH-709
196;BACHHO-MSP02-2002;9.75;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.75]}}";P227;VSP;MSP2-2002;PRO;09-1-BH-2002
197;BACHHO-MSP-10-1020;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1020BT;PRO;09-1-BH-1020
198;02/97-THANGLONG-1X;10.15;108.58;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.58,10.15]}}";P30;LAM_SON_JOC;02/97-TL-1X;EXP;02/97-TL-1X
199;09-3-DOIMOI-1X;9.42;107.79;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.79,9.42]}}";P228;VRJ;09-3-DM-1X;EXP;09-3-DM-1X
2;16-1-TEGIACTRANG-29P;9.88;107.92;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.92,9.88]}}";P130;HOANG_LONG_JOC;TGT-29P;PRO;16-1-TGT-29P
20;15-2-RANGDONG-N-03IST;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-N-03IST;INJ;15-2-RD-N-03IST
200;01-EMERALD-3X;10.35;108.5;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.5,10.35]}}";P7;PCVL;01-EM-3X;APP;01-EM-3X
201;01-TOPAZNORTH-2X;10.42;108.59;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.59,10.42]}}";P13;PCVL;01-TN-2X;APP;01-TN-2X
202;15-2-PHUONGDONG-2X;10.07;108.41;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.41,10.07]}}";P109;JVPC;15-2-PD-2X;APP;15-2-PD-2X
203;15-2-RANGDONG-16X;9.95;108.23;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.23,9.95]}}";P110;JVPC;15-2-RD-16X (S-02I);APP;15-1-RD-16X
204;16-2-BAOVANG-1X;9.57;107.47;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.47,9.57]}}";P229;CONOCO;16-2-BV-1X;EXP;16-2-BV-1X
205;01-AZURITE-1X;10.48;108.45;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.45,10.48]}}";P5;PCVL;01-AZ-1X;EXP;01-AZ-1X
206;15-1-SUTUVANG-3X;10.35;108.32;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.32,10.35]}}";P90;CUU_LONG_JOC;15-1-SV-3X;APP;15-1-SV-3X
207;15-1-SUTUVANG-4X;10.38;108.36;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.36,10.38]}}";P90;CUU_LONG_JOC;15-1-SV-4X;APP;15-1-SV-4X
208;15-2-RANGDONG-E-08P;9.98;108.29;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.29,9.98]}}";P110;JVPC;15-2-RD-E-08P;PRO;15-2-RD-E-08P
209;15-2-RANGDONG-N-6PST;10.0;108.27;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.27,10]}}";P110;JVPC;15-2-RD-N-6PST;PRO;15-2-RD-N-6PST
21;16-2-DOINAU-1X;9.7;107.68;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.68,9.7]}}";P143;PHU_QUOC_POC;DN-1X;EXP;16-2-DN-1X
210;15-1-SUTUDEN-8I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-8I;INJ;15-1-SD-8I
211;15-1-SUTUDEN-11P;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-11P;PRO;15-1-SD-11P
212;15-1-SUTUDEN-9I;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-9I;INJ;15-1-SD-9I
213;15-1-SUTUDEN-9IST;10.44;108.38;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.38,10.44]}}";P87;CUU_LONG_JOC;15-1-SD-9IST;INJ;15-1-SD-9IST
214;RONG-303;9.46;107.96;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.96,9.46]}}";P33;VSP;RP3-303;PRO;09-1-RP03-303
215;RONG-3001;9.55;107.83;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.83,9.55]}}";P33;VSP;RP1-3001;PRO;09-1-RP01-3001
216;BACHHO-MSP-11-1117;9.77;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.77]}}";P227;VSP;MSP-11-1117;PRO;09-1-BH-1117
217;BACHHO-MSP-10-1019;9.8;108.03;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[108.03,9.8]}}";P227;VSP;MSP-10-1019;PRO;09-1-BH-1019
218;BACHHO-BK07-7002;9.77;107.99;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.99,9.77]}}";P227;VSP;BK7-7002;PRO;09-1-BH-7002
219;BACHHO-BK09-9005;9.72;107.97;"{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[107.97,9.72]}}";P227;VSP;BK9-9005;PRO;09-1-BH-9005
